POLICY_ID,POLICY_BEGIN_MONTH,POLICY_END_MONTH,POLICY_IS_RENEWED,POLICY_SALES_CHANNEL,POLICY_SALES_CHANNEL_GROUP,POLICY_BRANCH,POLICY_MIN_AGE,POLICY_MIN_DRIVING_EXPERIENCE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_ENGINE_POWER,VEHICLE_IN_CREDIT,VEHICLE_SUM_INSURED,POLICY_INTERMEDIARY,INSURER_GENDER,POLICY_CLM_N,POLICY_CLM_GLT_N,POLICY_PRV_CLM_N,POLICY_PRV_CLM_GLT_N,CLIENT_HAS_DAGO,CLIENT_HAS_OSAGO,POLICY_COURT_SIGN,CLAIM_AVG_ACC_ST_PRD,POLICY_HAS_COMPLAINTS,POLICY_YEARS_RENEWED_N,POLICY_DEDUCT_VALUE,CLIENT_REGISTRATION_REGION,POLICY_PRICE_CHANGE
43482,2,2,0,54,6,Москва,53,2,Chery,A13,109.0,1,275399.0,412,M,0,0,1L,1L,0,0,0,0.0,0,2,10000.0,Москва,-0.08
43490,12,12,0,54,6,Москва,51,32,Mitsubishi,Outlander,146.0,1,1348958.0,339,F,0,0,N,N,0,0,0,0.0,0,0,10000.0,Москва,0.03
43494,8,8,0,50,5,Москва,34,13,Ford,Focus,145.0,0,472500.0,N,M,1S,1S,1L,0,1,1,0,35.0,0,3,10000.0,Московская,0.0
43498,11,11,0,55,6,Москва,61,34,Toyota,Другая модель (Легковое ТС),173.0,0,2427000.0,1096,M,2,1S,N,N,0,1,0,18.0,0,0,0.0,Москва,0.01
43509,2,2,0,53,6,Москва,37,19,Lada,Largus,84.0,0,510300.0,297,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.02
43512,3,3,0,55,6,Москва,41,13,Mitsubishi,Pajero,178.0,0,1505019.0,1096,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,0.0
43513,3,3,0,52,6,Санкт-Петербург,51,13,Mini,Countryman,122.0,0,900000.0,6,F,0,0,N,N,0,0,0,0.0,0,0,10000.0,Санкт-Петербург,-0.29
43519,2,2,0,41,1,Москва,55,34,Volvo,XC60,181.0,0,2575364.0,335,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,-0.04
43523,3,3,0,50,5,Москва,35,13,Toyota,Venza,185.0,0,1564350.0,N,F,0,0,N,N,1,1,0,0.0,0,0,0.0,Москва,-0.13
43525,3,3,0,53,6,Москва,32,3,Kia,Sportage,150.0,1,1344900.0,264,M,0,0,N,N,0,0,0,0.0,0,0,10000.0,Москва,-0.27
43527,3,3,0,55,6,Москва,48,14,Ford,Focus,125.0,0,542825.0,1096,F,0,0,0,0,1,1,0,0.0,0,2,0.0,Москва,0.0
43528,3,3,0,50,5,Москва,75,14,Mitsubishi,ASX,140.0,0,970000.0,N,M,0,0,N,N,0,0,0,0.0,0,0,12500.0,Москва,-0.98
43534,3,3,0,53,6,Москва,28,1,Hyundai,Solaris,123.0,0,397800.0,586,F,0,0,0,0,0,0,0,0.0,0,1,15000.0,Москва,-0.2
43545,4,4,0,52,6,Москва,33,7,Hyundai,ix35,150.0,0,1150000.0,406,F,0,0,1S,1S,0,0,0,0.0,0,1,0.0,Московская,0.0
43548,4,4,0,50,5,Москва,33,5,Chery,Tiggo (T11),136.0,0,382720.0,N,F,0,0,0,0,1,1,0,0.0,0,5,5000.0,Московская,0.05
43551,4,4,0,50,5,Москва,30,6,Kia,Sportage,150.0,0,751800.0,N,M,0,0,0,0,1,1,0,0.0,0,3,50000.0,Москва,-0.06
43556,8,8,0,52,6,Санкт-Петербург,52,0,Ford,EcoSport,122.0,0,872500.0,493,M,0,0,N,N,0,0,0,0.0,0,0,15000.0,Ленинградская,0.0
43557,8,8,0,13,1,Санкт-Петербург,38,0,Audi,Q5,177.0,0,2215000.0,117,M,0,0,N,N,0,0,0,0.0,0,0,15000.0,Санкт-Петербург,-0.07
43558,8,8,0,50,5,Москва,34,14,Audi,A4 Allroad,225.0,0,1755000.0,N,M,1S,1S,N,N,0,0,0,3.5,0,0,10000.0,Москва,-0.06
43562,12,12,0,53,6,Москва,30,12,Hyundai,ix35,150.0,1,1042080.0,288,F,2,2,N,N,0,0,0,91.0,0,0,0.0,Москва,0.43
43563,8,8,0,54,6,Москва,43,24,Porsche,Cayenne,400.0,0,3144654.0,1286,M,0,0,1S,1S,1,0,0,0.0,0,4,0.0,Москва,-0.18
43566,12,12,0,53,6,Санкт-Петербург,44,17,Audi,A6,245.0,0,1646662.0,1200,F,0,0,0,0,1,0,0,0.0,0,2,0.0,Санкт-Петербург,0.04
43567,5,5,0,55,6,Москва,44,22,Kia,Cerato,130.0,0,974900.0,967,M,0,0,N,N,0,0,0,0.0,0,0,20000.0,Москва,-0.54
43570,6,6,0,1,4,Санкт-Петербург,39,20,Volkswagen,Golf,122.0,0,630000.0,57,M,0,0,0,0,0,1,0,0.0,0,2,10000.0,Санкт-Петербург,0.18
43573,5,5,0,55,6,Москва,48,30,Hyundai,Santa Fe,174.0,0,848379.0,1096,M,0,0,0,0,0,1,0,0.0,0,4,0.0,Москва,0.05
43575,8,8,0,55,6,Москва,32,0,Ford,Kuga,149.0,1,1089000.0,1096,F,1S,1S,N,N,0,0,0,1.0,0,0,0.0,Московская,-0.38
43578,8,8,0,54,6,Москва,39,0,BMW,X6,249.0,0,4180000.0,703,M,0,0,N,N,1,0,0,0.0,0,0,15000.0,Московская,-0.09
43594,3,3,0,54,6,Москва,54,17,Ford,EcoSport,140.0,1,906127.0,682,F,1L,1L,N,N,0,0,0,0.0,0,0,0.0,Москва,0.12
43596,5,5,0,50,5,Санкт-Петербург,69,40,Subaru,Outback,167.0,0,972000.0,N,M,0,0,0,0,1,0,0,0.0,0,3,50000.0,Санкт-Петербург,-0.05
43600,1,1,0,52,6,Москва,43,13,Land Rover,Discovery,190.0,0,1717225.0,N,M,0,0,1L,0,1,0,0,0.0,0,4,0.0,Москва,0.0
43609,1,1,0,54,6,Москва,40,15,BMW,X5,245.0,0,3061880.0,400,F,2,2,0,0,0,0,0,7.5,0,1,0.0,Москва,0.56
43614,2,2,0,53,6,Санкт-Петербург,33,2,Ford,Focus,125.0,1,638370.0,381,M,0,0,0,0,0,0,0,0.0,0,1,15000.0,Санкт-Петербург,-0.04
43630,3,3,0,13,1,Санкт-Петербург,33,9,Nissan,Qashqai,141.0,1,864444.0,1224,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Санкт-Петербург,-0.3
43631,12,12,0,52,6,Москва,65,13,Toyota,RAV4,146.0,0,941360.0,326,F,0,0,1L,1L,0,1,0,0.0,0,1,10000.0,Москва,-0.18
43633,2,2,0,1,4,Санкт-Петербург,51,21,Audi,Q7,239.0,0,1749600.0,1299,M,0,0,2,2,0,1,0,0.0,0,6,15000.0,Санкт-Петербург,-0.2
43643,3,3,0,50,5,Санкт-Петербург,53,22,Renault,Sandero Stepway,103.0,1,500000.0,N,F,0,0,N,N,0,1,0,0.0,0,0,10000.0,Санкт-Петербург,0.05
43645,3,3,0,54,6,Москва,51,6,Mitsubishi,Outlander,167.0,0,1048914.0,339,M,1S,0,0,0,1,0,0,5.0,0,1,0.0,Московская,-0.01
43648,3,3,0,50,5,Санкт-Петербург,41,10,Nissan,Qashqai,114.0,0,530000.0,N,M,0,0,0,0,1,1,0,0.0,0,2,30000.0,Санкт-Петербург,0.09
43666,4,4,0,54,6,Москва,34,8,Volvo,S60,249.0,1,848830.0,1253,F,2,2,0,0,0,0,0,0.0,0,3,0.0,Москва,-0.18
43681,4,4,0,54,6,Москва,35,16,Ford,Focus,140.0,0,631665.0,N,M,1L,1L,0,0,1,1,0,5.0,0,2,0.0,Москва,-0.21
43684,4,4,0,52,6,Санкт-Петербург,52,15,Toyota,Yaris,87.0,0,310000.0,1253,F,1L,1L,0,0,0,0,0,7.0,0,7,0.0,Санкт-Петербург,-0.06
43686,4,4,0,52,6,Москва,51,28,Nissan,Teana,173.0,1,1086000.0,204,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,-1.0
43696,6,6,0,4,4,Санкт-Петербург,39,10,Kia,Rio,123.0,0,524025.0,188,F,2,0,1S,0,1,1,0,16.0,0,2,0.0,Санкт-Петербург,0.05
43697,6,6,0,55,6,Москва,58,19,Mitsubishi,ASX,150.0,0,930790.0,1096,M,0,0,0,0,1,1,0,0.0,0,1,0.0,Москва,-0.2
43705,5,5,0,55,6,Москва,42,13,Mitsubishi,Outlander,146.0,1,1072000.0,1096,F,0,0,N,N,0,0,0,0.0,0,0,15000.0,Москва,0.18
43708,6,6,0,59,3,Санкт-Петербург,64,33,Peugeot,308,150.0,0,679747.0,454,F,0,0,1L,0,0,1,0,0.0,0,1,12500.0,Санкт-Петербург,-0.26
43712,6,6,0,15,1,Москва,49,17,Audi,Q5,211.0,0,1137410.0,1013,F,0,0,0,0,0,1,0,0.0,0,5,0.0,Москва,0.05
43718,6,6,0,43,1,Санкт-Петербург,33,15,Toyota,Land Cruiser Prado,249.0,0,1195722.0,96,M,1S,1S,0,0,1,1,0,0.0,0,7,0.0,Ленинградская,0.05
43724,6,6,0,50,5,Санкт-Петербург,29,6,Chevrolet,Lacetti,109.0,0,416000.0,N,M,0,0,1L,0,0,0,0,0.0,0,4,10000.0,Санкт-Петербург,-0.1
43728,6,6,0,53,6,Санкт-Петербург,60,42,Volkswagen,Tiguan,170.0,0,963900.0,641,M,n/d,n/d,N,N,0,0,0,8.0,0,N,0.0,Санкт-Петербург,-0.06
43733,8,8,0,52,6,Москва,47,16,Toyota,Land Cruiser 150,173.0,1,1700330.0,326,M,0,0,2,2,0,0,0,0.0,0,2,0.0,Московская,-0.17
43739,7,7,0,52,6,Санкт-Петербург,35,16,Land Rover,Range Rover Evoque,190.0,1,1786780.0,1096,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Санкт-Петербург,0.0
43754,3,3,0,53,6,Москва,49,19,Nissan,Almera,102.0,1,648525.0,296,F,0,0,N,N,0,0,0,1.0,0,0,15000.0,Смоленская,0.12
43756,3,3,0,2,4,Санкт-Петербург,31,11,Mercedes-Benz,GLK,170.0,0,2000000.0,174,M,0,0,N,N,1,1,0,0.0,0,0,0.0,Санкт-Петербург,-0.2
43760,3,3,0,52,6,Санкт-Петербург,41,7,Skoda,Fabia,105.0,0,499380.0,330,M,1L,1L,1L,1L,1,1,0,0.0,0,1,0.0,Санкт-Петербург,0.02
43761,3,3,0,55,6,Москва,45,27,Mitsubishi,Outlander,146.0,1,938892.0,1096,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Мордовия,-0.34
43772,3,3,0,53,6,Москва,32,14,Hyundai,Santa Fe,175.0,0,1389654.0,849,M,1S,1S,0,0,0,0,0,2.0,0,1,0.0,Московская,0.04
43783,4,4,0,50,5,Санкт-Петербург,30,7,Mitsubishi,Lancer X,150.0,0,489888.0,N,M,0,0,0,0,1,1,0,0.0,0,5,0.0,Новгородская,0.19
43787,4,4,0,52,6,Санкт-Петербург,62,22,Toyota,RAV4,146.0,0,739900.0,1253,M,0,0,0,0,1,1,0,0.0,0,2,0.0,Санкт-Петербург,0.08
43794,8,8,0,22,1,Санкт-Петербург,37,14,Mitsubishi,Outlander,160.0,0,500000.0,1194,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,7.32
43797,3,3,0,52,6,Санкт-Петербург,33,10,Toyota,RAV4,146.0,1,1103802.0,1319,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Санкт-Петербург,-0.38
43801,7,7,0,50,5,Москва,42,13,Nissan,Juke,117.0,0,575000.0,N,F,0,0,N,N,0,0,0,0.0,0,0,10000.0,Москва,-0.34
43802,7,7,0,54,6,Москва,36,17,BMW,X1,184.0,0,1680000.0,344,F,0,0,N,N,0,0,0,0.0,0,0,30000.0,Москва,0.46
43807,8,8,0,15,1,Москва,39,1996,Land Rover,Range Rover Evoque,190.0,1,2495000.0,1025,F,1L,0,N,N,1,1,0,0.0,0,0,0.0,Москва,-0.05
43809,9,8,0,52,6,Санкт-Петербург,39,14,BMW,X1,204.0,1,1100000.0,1223,F,4+,2,N,N,0,0,0,4.0,0,0,0.0,Санкт-Петербург,0.0
43818,8,8,0,52,6,Санкт-Петербург,39,20,Ford,Mondeo,200.0,1,984000.0,493,M,0,0,0,0,0,1,0,0.0,0,1,15000.0,Ленинградская,-0.17
43829,8,8,0,50,5,Москва,32,10,BMW,X3,177.0,0,900000.0,N,M,0,0,N,N,1,0,0,0.0,0,0,30000.0,Москва,-0.24
43830,8,8,0,55,6,Москва,65,0,Renault,Duster,102.0,0,674970.0,1252,M,0,0,N,N,1,1,0,0.0,0,0,0.0,Московская,-0.3
43832,6,6,0,50,5,Москва,33,9,Mercedes-Benz,A,116.0,0,552825.0,N,F,0,0,0,0,0,1,0,0.0,0,1,12500.0,Москва,-0.19
43851,7,7,0,55,6,Москва,53,19,Renault,Duster,135.0,0,399589.0,N,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Москва,0.0
43853,7,7,0,53,6,Москва,35,16,Kia,Soul,129.0,1,572730.0,1221,F,1L,1L,0,0,0,0,0,6.0,0,2,0.0,Москва,-0.4
43857,4,4,0,11,1,Санкт-Петербург,59,7,Skoda,Fabia,69.0,0,361000.0,1332,F,0,0,0,0,1,1,0,0.0,0,4,5000.0,Санкт-Петербург,0.05
43863,7,7,0,50,5,Москва,36,15,Ford,Focus,105.0,0,491070.0,N,M,0,0,0,0,1,1,0,0.0,0,2,30000.0,Москва,0.05
43878,4,4,0,53,6,Санкт-Петербург,63,26,Honda,CR-V,150.0,0,905286.0,89,M,0,0,0,0,0,0,0,0.0,0,2,0.0,Санкт-Петербург,0.04
43879,4,4,0,55,6,Москва,45,15,Mitsubishi,Pajero Sport,178.0,0,1788010.0,1096,F,3,3,N,N,0,1,0,11.0,0,0,0.0,Московская,-0.1
43882,4,4,0,52,6,Санкт-Петербург,43,24,Mitsubishi,ASX,117.0,1,940000.0,1096,M,0,0,N,N,0,1,0,0.0,0,0,15000.0,Ленинградская,-0.22
43885,9,9,0,53,6,Москва,42,20,Toyota,RAV4,150.0,0,1516000.0,272,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,0.0
43886,3,3,0,33,1,Санкт-Петербург,42,15,Hyundai,i30,130.0,1,785900.0,277,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Ленинградская,-0.56
43892,4,4,0,53,6,Москва,41,23,Ssang Yong,Actyon,149.0,0,584000.0,297,M,0,0,0,0,1,0,0,0.0,0,2,10000.0,Москва,0.63
43894,4,4,0,55,6,Москва,55,24,Mitsubishi,ASX,140.0,0,766282.0,1096,F,1L,1L,0,0,0,1,0,1.0,0,1,0.0,Москва,-0.4
43905,8,8,0,8,4,Санкт-Петербург,41,13,Chevrolet,Express,314.0,0,3317720.0,94,F,0,0,0,0,0,0,0,0.0,0,2,0.0,Санкт-Петербург,0.05
43906,8,8,0,52,6,Санкт-Петербург,58,18,Ford,Kuga,150.0,0,830221.0,493,M,0,0,0,0,0,1,0,0.0,0,2,15000.0,Ленинградская,-0.04
43912,4,4,0,50,5,Санкт-Петербург,44,17,Ford,Fusion,80.0,0,274510.0,N,F,0,0,0,0,0,0,0,0.0,0,5,5000.0,Санкт-Петербург,0.05
43915,5,5,0,55,6,Москва,46,13,Mitsubishi,Outlander,167.0,1,1161000.0,1096,M,2,2,1S,1S,1,1,0,3.5,0,1,0.0,Московская,-0.46
43933,6,6,0,52,6,Москва,38,10,Ford,Fusion,101.0,1,330480.0,910,F,1S,1S,2,2,0,0,0,0.0,0,5,0.0,Москва,0.05
43940,5,5,0,55,6,Москва,27,1,BMW,X1,184.0,1,1590000.0,469,F,2,2,N,N,0,1,0,0.0,0,0,20000.0,Ленинградская,0.24
43944,6,6,0,53,6,Санкт-Петербург,36,8,Hyundai,ix35,150.0,0,1307000.0,946,F,1S,1S,N,N,0,1,0,1.0,0,0,0.0,Ленинградская,-0.16
43950,5,5,0,33,1,Санкт-Петербург,53,36,Hyundai,ix35,150.0,0,801304.0,974,M,0,0,N,N,0,0,0,0.0,0,0,25000.0,Ленинградская,-0.17
43952,6,6,0,52,6,Москва,58,20,Ssang Yong,Kyron,141.0,0,607853.0,910,M,1S,1S,0,0,1,1,0,3.0,0,3,0.0,Москва,0.02
43956,6,6,0,53,6,Санкт-Петербург,32,7,Kia,Sportage,150.0,1,858500.0,917,F,0,0,0,0,0,0,0,0.0,0,2,0.0,Ленинградская,-0.3
43961,6,6,0,10,1,Санкт-Петербург,50,5,Nissan,Almera,107.0,0,334024.0,87,F,0,0,0,0,0,1,0,0.0,0,7,0.0,Санкт-Петербург,0.05
43976,3,3,0,29,1,Москва,29,10,Volkswagen,Другая модель (Легковое ТС),152.0,0,900846.0,943,F,0,0,N,N,0,1,0,0.0,0,0,15000.0,Московская,0.05
43982,4,4,0,52,6,Москва,41,15,Kia,Ceed,129.0,1,550560.0,360,F,1S,1S,0,0,0,0,0,3.0,0,2,0.0,Московская,-0.5
43997,8,8,0,52,6,Москва,45,18,Kia,Soul,128.0,0,411520.0,910,M,0,0,0,0,0,1,0,0.0,0,5,0.0,Московская,0.05
44007,8,8,0,52,6,Санкт-Петербург,44,0,Opel,Astra,140.0,0,970000.0,782,F,0,0,N,N,0,0,0,0.0,0,0,25000.0,Санкт-Петербург,0.0
44021,8,8,0,52,6,Москва,44,0,Nissan,Terrano,135.0,1,925763.0,204,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.06
44024,7,7,0,50,5,Москва,28,8,Volkswagen,Golf,122.0,0,648000.0,N,F,0,0,N,N,0,0,0,0.0,0,0,12500.0,Москва,-0.29
44027,8,8,0,53,6,Санкт-Петербург,51,22,BMW,X1,184.0,1,801000.0,1209,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Санкт-Петербург,-0.15
44060,7,7,0,53,6,Санкт-Петербург,57,22,Toyota,Land Cruiser 150,173.0,0,1704165.0,951,M,0,0,0,0,0,0,0,0.0,0,2,0.0,Санкт-Петербург,0.05
44062,6,6,0,52,6,Москва,33,10,Ford,Focus,150.0,0,608606.0,910,M,1S,1S,0,0,0,0,0,64.0,0,3,0.0,Москва,-0.56
44065,6,6,0,1,4,Санкт-Петербург,54,19,Honda,CR-V,150.0,0,605174.0,55,M,0,0,0,0,0,1,0,0.0,0,7,0.0,Санкт-Петербург,0.0
44067,6,6,0,54,6,Москва,63,25,Toyota,Land Cruiser Prado,249.0,0,707347.0,N,M,0,0,1S,1S,0,0,0,0.0,0,7,0.0,Москва,0.3
44070,7,7,0,52,6,Санкт-Петербург,58,32,Toyota,RAV4,146.0,1,922863.0,234,M,0,0,0,0,0,0,0,0.0,0,2,0.0,Санкт-Петербург,-0.38
44072,6,6,0,53,6,Санкт-Петербург,56,9,Mercedes-Benz,GLK,170.0,0,1242054.0,343,F,0,0,0,0,0,0,0,0.0,0,3,0.0,Ленинградская,-0.24
44074,6,6,0,50,5,Санкт-Петербург,65,20,Chevrolet,Lanos,86.0,0,120213.0,N,M,0,0,0,0,0,0,0,0.0,0,4,0.0,Санкт-Петербург,0.05
44078,6,6,0,14,1,Москва,38,13,Skoda,Octavia,102.0,0,589050.0,1045,F,0,0,0,0,0,1,0,0.0,0,2,0.0,Москва,0.05
44083,6,6,0,50,5,Москва,18,0,Mitsubishi,Lancer X,109.0,0,445433.0,N,F,0,0,0,0,0,1,0,0.0,0,1,0.0,Московская,1.82
44093,7,7,0,53,6,Санкт-Петербург,41,17,Audi,Q5,211.0,0,1444671.0,948,F,0,0,0,0,0,0,0,0.0,0,3,0.0,Санкт-Петербург,0.05
44095,7,7,0,52,6,Санкт-Петербург,42,3,Kia,Sportage,150.0,1,983098.0,164,F,0,0,0,0,0,0,0,0.0,0,1,15000.0,Санкт-Петербург,-0.24
44098,4,4,0,53,6,Санкт-Петербург,49,26,Nissan,X-Trail,141.0,1,786802.0,1346,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Санкт-Петербург,0.04
44117,8,8,0,55,6,Москва,32,12,Mitsubishi,Pajero Sport,178.0,0,1002080.0,1096,M,1S,1S,1S,1S,0,1,0,0.0,0,2,0.0,Московская,-0.12
44123,6,6,0,53,6,Санкт-Петербург,34,9,Skoda,Yeti,105.0,0,571110.0,224,F,0,0,1S,1S,0,0,0,0.0,0,3,0.0,Санкт-Петербург,0.0
44130,11,11,0,52,6,Санкт-Петербург,38,16,Toyota,RAV4,146.0,0,1099324.0,1188,M,0,0,1L,1L,0,1,0,0.0,0,1,0.0,Ленинградская,0.04
44137,6,6,0,53,6,Москва,44,2,Kia,Sportage,150.0,1,846951.0,1221,F,1S,1S,0,0,0,0,0,1.0,0,2,0.0,Москва,0.05
44139,6,6,0,52,6,Москва,53,3,Ford,Focus,125.0,0,485010.0,N,F,1S,1S,0,0,0,0,0,10.0,0,3,0.0,Московская,0.05
44141,7,7,0,53,6,Санкт-Петербург,52,2,Toyota,RAV4,146.0,1,1051240.0,951,M,4+,3,1S,1S,0,1,0,3.6,0,1,0.0,Санкт-Петербург,-0.11
44142,3,3,0,54,6,Москва,39,19,Volvo,XC60,181.0,0,2420913.0,704,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.05
44144,7,7,0,50,5,Москва,64,32,Fiat,Ducato,110.0,1,350000.0,N,F,0,0,N,N,0,0,0,0.0,0,0,20000.0,Москва,-0.24
44149,5,5,0,52,6,Санкт-Петербург,57,4,Renault,SR,75.0,0,266400.0,1096,F,0,0,1L,1L,0,1,0,0.0,0,4,10000.0,Санкт-Петербург,-0.18
44151,8,8,0,1,4,Санкт-Петербург,55,17,Skoda,Fabia,68.0,0,160200.0,57,F,0,0,0,0,0,1,0,0.0,0,8,0.0,Санкт-Петербург,0.0
44152,8,8,0,53,6,Санкт-Петербург,33,15,BMW,X5,449.0,1,3378400.0,1287,F,1S,1S,0,0,0,0,0,90.0,1,1,0.0,Смоленская,-0.06
44153,11,11,0,50,5,Санкт-Петербург,30,11,Subaru,Impreza,107.0,0,355752.0,N,M,0,0,0,0,0,0,0,0.0,0,3,25000.0,Санкт-Петербург,-1.0
44155,7,7,0,50,5,Москва,31,11,Skoda,Octavia,102.0,0,447560.0,N,M,0,0,0,0,1,1,0,0.0,0,4,15000.0,Московская,0.02
44158,5,5,0,54,6,Москва,48,15,Volvo,XC60,181.0,0,2137000.0,704,F,0,0,N,N,0,0,0,0.0,0,0,10000.0,Москва,-0.15
44161,6,6,0,4,4,Санкт-Петербург,40,15,Volvo,XC90,210.0,1,990000.0,1144,M,1L,1L,0,0,1,1,0,1.0,0,1,0.0,Санкт-Петербург,-0.39
44171,3,3,0,54,6,Москва,31,12,BMW,X3,190.0,1,2550000.0,703,M,1L,0,N,N,0,0,0,9.0,0,0,30000.0,Москва,-0.03
44173,7,7,0,52,6,Санкт-Петербург,26,6,Renault,Megane,110.0,0,526200.0,171,M,0,0,2,1L,1,1,0,0.0,0,2,0.0,Санкт-Петербург,-0.02
44180,6,6,0,53,6,Санкт-Петербург,49,24,Hyundai,ix35,150.0,0,883140.0,946,M,0,0,1S,1S,1,0,0,0.0,0,1,0.0,Ленинградская,0.15
44192,3,3,0,7,4,Санкт-Петербург,53,22,Toyota,Hilux,144.0,1,963800.0,1227,M,0,0,0,0,0,0,0,0.0,0,2,0.0,Санкт-Петербург,0.04
44198,7,7,0,52,6,Санкт-Петербург,56,21,Renault,Logan,82.0,1,375560.0,1096,M,0,0,0,0,0,0,0,0.0,0,1,15000.0,Санкт-Петербург,0.05
44205,4,4,0,50,5,Санкт-Петербург,52,15,Kia,Ceed,129.0,1,700000.0,N,F,1S,1S,N,N,0,0,0,6.0,0,0,0.0,Санкт-Петербург,-0.55
44214,4,4,0,52,6,Москва,42,17,Honda,CR-V,190.0,1,1186540.0,1362,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Тульская,-0.15
44221,7,7,0,54,6,Москва,59,32,Ford,Kuga,150.0,1,803600.0,363,M,0,0,0,0,0,0,0,0.0,0,1,30000.0,Московская,-0.19
44228,4,4,0,59,3,Санкт-Петербург,47,3,Lada,217130 Priora,98.0,0,284000.0,454,M,0,0,0,0,0,1,0,0.0,0,2,0.0,Санкт-Петербург,-0.04
44229,4,4,0,53,6,Санкт-Петербург,27,5,Kia,Rio,123.0,1,533000.0,917,F,1S,0,2,1S,0,1,0,125.0,0,1,10000.0,Санкт-Петербург,-1.0
44234,4,4,0,52,6,Москва,30,12,Kia,Sportage,150.0,0,812000.0,N,M,0,0,0,0,0,0,0,0.0,0,3,0.0,Московская,-0.16
44235,5,5,0,54,6,Москва,38,15,Mitsubishi,ASX,140.0,0,705356.0,339,M,1S,1S,0,0,1,0,0,0.0,0,2,0.0,Московская,0.0
44237,1,1,0,40,1,Санкт-Петербург,39,5,Hyundai,H-1,116.0,0,759914.0,1245,M,0,0,1L,1L,1,1,0,0.0,0,3,10000.0,Санкт-Петербург,0.04
44239,8,8,0,52,6,Москва,44,12,BMW,X5,249.0,1,3642000.0,1051,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.03
44241,8,8,0,52,6,Санкт-Петербург,55,0,Suzuki,Jimny,85.0,1,945900.0,164,F,0,0,N,N,0,0,0,0.0,0,0,15000.0,Санкт-Петербург,0.0
44243,8,8,0,53,6,Санкт-Петербург,33,8,Hyundai,Solaris,123.0,1,504220.0,946,M,0,0,0,0,0,1,0,0.0,0,2,10000.0,Санкт-Петербург,-0.38
44253,8,8,0,55,6,Москва,60,0,Mitsubishi,ASX,150.0,0,1363990.0,1096,M,1L,1L,N,N,0,0,0,0.0,0,0,15000.0,Москва,0.32
44254,8,8,0,50,5,Москва,36,16,Kia,Optima,180.0,0,1200000.0,N,M,0,0,N,N,1,1,0,0.0,0,0,30000.0,Московская,-0.27
44255,4,4,0,53,6,Санкт-Петербург,39,9,Mercedes-Benz,ML,190.0,0,1800000.0,343,M,1S,1S,0,0,1,1,0,3.0,0,1,10000.0,Санкт-Петербург,-1.0
44257,4,4,0,55,6,Москва,42,14,Mitsubishi,ASX,140.0,1,680334.0,1096,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Московская,-0.43
44265,4,4,0,52,6,Москва,49,12,Subaru,Forester,150.0,0,1036480.0,260,F,1S,1S,1S,1S,1,0,0,0.0,0,1,0.0,Москва,0.0
44268,5,5,0,50,5,Москва,34,6,Kia,Sportage,150.0,0,833000.0,N,M,1S,1S,0,0,1,1,0,32.0,0,3,0.0,N,0.0
44270,9,9,0,50,5,Санкт-Петербург,51,11,Kia,Soul,123.0,1,709900.0,N,F,2,2,N,N,1,1,0,47.66666667,0,0,0.0,Санкт-Петербург,-0.15
44278,4,4,0,10,1,Санкт-Петербург,70,37,Chevrolet,Lacetti,95.0,0,190269.0,1275,M,0,0,0,0,1,0,0,0.0,0,4,5000.0,Санкт-Петербург,0.1
44280,4,4,0,50,5,Москва,33,10,Volvo,S60,180.0,0,981750.0,N,F,0,0,0,0,1,1,0,0.0,0,1,20000.0,Москва,-0.09
44282,5,5,0,53,6,Санкт-Петербург,36,18,Hyundai,i40,150.0,1,873218.0,946,F,0,0,0,0,0,0,0,0.0,0,1,15000.0,Ленинградская,0.05
44289,4,4,0,50,5,Санкт-Петербург,39,10,Mercedes-Benz,C,156.0,0,1609065.0,N,M,0,0,N,N,0,0,0,0.0,0,0,30000.0,Санкт-Петербург,-0.29
44296,4,3,0,53,6,Москва,39,15,Kia,Cerato,130.0,0,737900.0,264,M,0,0,N,N,0,0,0,0.0,0,0,15000.0,Владимирская,0.01
44301,5,5,0,50,5,Санкт-Петербург,62,24,Nissan,Qashqai,141.0,0,708750.0,N,M,0,0,0,0,1,1,0,0.0,0,3,15000.0,Санкт-Петербург,-0.04
